STDR_YYQU_CD,행정동코드,행정동명,SVC_INDUTY_CD,SVC_INDUTY_CD_NM,STOR_CO,SIMILR_INDUTY_STOR_CO,OPBIZ_STOR_CO,CLSBIZ_STOR_CO,FRC_STOR_CO,CLSBIZ_RT
20224,11440555,아현동,CS100008,분식전문점,23,34,1,0,11,0
20224,11440555,아현동,CS100009,호프-간이주점,25,28,1,1,3,4
20224,11440555,아현동,CS100010,커피-음료,35,49,1,3,14,6
20231,11440555,아현동,CS100001,한식음식점,89,103,2,1,14,1
20231,11440555,아현동,CS100002,중식음식점,4,5,0,0,1,0
20231,11440555,아현동,CS100003,일식음식점,9,13,0,0,4,0
20231,11440555,아현동,CS100004,양식음식점,6,6,0,0,0,0
20231,11440555,아현동,CS100005,제과점,7,12,0,0,5,0
20231,11440555,아현동,CS100006,패스트푸드점,6,10,0,0,4,0
20231,11440555,아현동,CS100007,치킨전문점,2,13,0,0,11,0
20231,11440555,아현동,CS100008,분식전문점,22,33,2,3,11,9
20231,11440555,아현동,CS100009,호프-간이주점,24,27,0,1,3,4
20231,11440555,아현동,CS100010,커피-음료,35,50,3,2,15,4
20232,11440555,아현동,CS100001,한식음식점,86,102,6,7,16,7
20232,11440555,아현동,CS100002,중식음식점,4,5,0,0,1,0
20232,11440555,아현동,CS100003,일식음식점,10,14,2,1,4,7
20232,11440555,아현동,CS100004,양식음식점,6,6,0,0,0,0
20232,11440555,아현동,CS100005,제과점,7,12,0,0,5,0
20232,11440555,아현동,CS100006,패스트푸드점,6,10,0,0,4,0
20232,11440555,아현동,CS100007,치킨전문점,2,12,0,1,10,8
20232,11440555,아현동,CS100008,분식전문점,25,36,4,1,11,3
20232,11440555,아현동,CS100009,호프-간이주점,24,27,1,1,3,4
20232,11440555,아현동,CS100010,커피-음료,37,56,6,0,19,0
20233,11440555,아현동,CS100001,한식음식점,86,101,6,7,15,7
20233,11440555,아현동,CS100002,중식음식점,4,5,0,0,1,0
20233,11440555,아현동,CS100003,일식음식점,10,14,0,0,4,0
20233,11440555,아현동,CS100004,양식음식점,8,8,2,0,0,0
20233,11440555,아현동,CS100005,제과점,8,13,1,0,5,0
20233,11440555,아현동,CS100006,패스트푸드점,6,10,0,0,4,0
20233,11440555,아현동,CS100007,치킨전문점,2,12,1,1,10,8
20233,11440555,아현동,CS100008,분식전문점,26,37,1,0,11,0
20233,11440555,아현동,CS100009,호프-간이주점,24,28,1,0,4,0
20233,11440555,아현동,CS100010,커피-음료,38,56,6,6,18,11
20234,11440555,아현동,CS100001,한식음식점,83,99,3,5,16,5
20234,11440555,아현동,CS100002,중식음식점,5,6,1,0,1,0
20234,11440555,아현동,CS100003,일식음식점,11,14,1,1,3,7
20234,11440555,아현동,CS100004,양식음식점,9,9,1,0,0,0
20234,11440555,아현동,CS100005,제과점,10,15,2,0,5,0
20234,11440555,아현동,CS100006,패스트푸드점,5,9,0,1,4,11
20234,11440555,아현동,CS100007,치킨전문점,5,15,4,1,10,7
20234,11440555,아현동,CS100008,분식전문점,27,38,2,1,11,3
20234,11440555,아현동,CS100009,호프-간이주점,26,30,2,0,4,0
20234,11440555,아현동,CS100010,커피-음료,37,55,1,2,18,4
20241,11440555,아현동,CS100001,한식음식점,84,101,6,4,17,4
20241,11440555,아현동,CS100002,중식음식점,4,5,0,1,1,20
20241,11440555,아현동,CS100003,일식음식점,10,13,0,1,3,8
20241,11440555,아현동,CS100004,양식음식점,11,11,3,1,0,9
20241,11440555,아현동,CS100005,제과점,10,15,1,1,5,7
20241,11440555,아현동,CS100006,패스트푸드점,6,10,1,0,4,0
20241,11440555,아현동,CS100007,치킨전문점,6,15,1,1,9,7
20241,11440555,아현동,CS100008,분식전문점,23,33,0,5,10,15
20241,11440555,아현동,CS100009,호프-간이주점,25,29,0,1,4,3
20241,11440555,아현동,CS100010,커피-음료,39,58,3,0,19,0
20242,11440555,아현동,CS100001,한식음식점,84,101,3,3,17,3
20242,11440555,아현동,CS100002,중식음식점,3,4,0,1,1,25
20242,11440555,아현동,CS100003,일식음식점,11,14,1,0,3,0
20242,11440555,아현동,CS100004,양식음식점,13,13,2,0,0,0
20242,11440555,아현동,CS100005,제과점,10,15,2,2,5,13
20242,11440555,아현동,CS100006,패스트푸드점,6,10,0,0,4,0
20242,11440555,아현동,CS100007,치킨전문점,6,15,0,0,9,0
20242,11440555,아현동,CS100008,분식전문점,27,37,5,1,10,3
20242,11440555,아현동,CS100009,호프-간이주점,25,29,0,0,4,0
20242,11440555,아현동,CS100010,커피-음료,39,58,4,4,19,7
20243,11440555,아현동,CS100001,한식음식점,84,101,5,5,17,5
20243,11440555,아현동,CS100002,중식음식점,3,4,0,0,1,0
20243,11440555,아현동,CS100003,일식음식점,11,13,1,2,2,15
20243,11440555,아현동,CS100004,양식음식점,14,14,1,0,0,0
20243,11440555,아현동,CS100005,제과점,11,16,1,0,5,0
20243,11440555,아현동,CS100006,패스트푸드점,6,10,0,0,4,0
20243,11440555,아현동,CS100007,치킨전문점,4,13,0,2,9,15
20243,11440555,아현동,CS100008,분식전문점,28,38,2,1,10,3
20243,11440555,아현동,CS100009,호프-간이주점,24,28,0,1,4,4
20243,11440555,아현동,CS100010,커피-음료,39,60,5,3,21,5
20244,11440555,아현동,CS100001,한식음식점,89,106,6,1,17,1
20244,11440555,아현동,CS100002,중식음식점,3,4,0,0,1,0
20244,11440555,아현동,CS100003,일식음식점,10,12,0,1,2,8
20244,11440555,아현동,CS100004,양식음식점,13,13,0,1,0,8
20244,11440555,아현동,CS100005,제과점,13,18,2,0,5,0
20244,11440555,아현동,CS100006,패스트푸드점,6,10,0,0,4,0
20244,11440555,아현동,CS100007,치킨전문점,4,13,0,0,9,0
20244,11440555,아현동,CS100008,분식전문점,27,37,1,2,10,5
20244,11440555,아현동,CS100009,호프-간이주점,24,28,1,1,4,4
20244,11440555,아현동,CS100010,커피-음료,41,62,4,2,21,3
20191,11440710,연남동,CS100001,한식음식점,133,135,6,12,2,9
20191,11440710,연남동,CS100002,중식음식점,33,33,1,0,0,0
20191,11440710,연남동,CS100003,일식음식점,51,57,5,3,6,5
20191,11440710,연남동,CS100004,양식음식점,101,110,5,6,9,6
20191,11440710,연남동,CS100005,제과점,41,45,4,1,4,2
20191,11440710,연남동,CS100006,패스트푸드점,20,25,3,1,5,4
20191,11440710,연남동,CS100007,치킨전문점,4,10,1,0,6,0
20191,11440710,연남동,CS100008,분식전문점,24,26,0,0,2,0
20191,11440710,연남동,CS100009,호프-간이주점,130,135,7,6,5,4
20191,11440710,연남동,CS100010,커피-음료,182,186,13,10,4,5
20192,11440710,연남동,CS100001,한식음식점,133,135,9,9,2,7
20192,11440710,연남동,CS100002,중식음식점,34,34,2,1,0,3
20192,11440710,연남동,CS100003,일식음식점,51,58,5,4,7,7
20192,11440710,연남동,CS100004,양식음식점,103,112,7,5,9,5
20192,11440710,연남동,CS100005,제과점,43,48,3,0,5,0
20192,11440710,연남동,CS100006,패스트푸드점,19,23,0,2,4,9
20192,11440710,연남동,CS100007,치킨전문점,3,9,0,1,6,11
20192,11440710,연남동,CS100008,분식전문점,24,26,1,1,2,4
20192,11440710,연남동,CS100009,호프-간이주점,132,137,7,5,5,4
20192,11440710,연남동,CS100010,커피-음료,197,201,23,8,4,4
20193,11440710,연남동,CS100001,한식음식점,129,131,7,11,2,8
20193,11440710,연남동,CS100002,중식음식점,36,36,3,1,0,3
20193,11440710,연남동,CS100003,일식음식점,50,57,3,4,7,7
20193,11440710,연남동,CS100004,양식음식점,105,114,8,6,9,5
20193,11440710,연남동,CS100005,제과점,43,47,2,3,4,6
20193,11440710,연남동,CS100006,패스트푸드점,21,25,2,0,4,0
20193,11440710,연남동,CS100007,치킨전문점,3,9,0,0,6,0
20193,11440710,연남동,CS100008,분식전문점,25,27,2,1,2,4
20193,11440710,연남동,CS100009,호프-간이주점,126,131,0,6,5,5
20193,11440710,연남동,CS100010,커피-음료,214,219,35,17,5,8
20194,11440710,연남동,CS100001,한식음식점,127,130,6,7,3,5
20194,11440710,연남동,CS100002,중식음식점,35,35,0,1,0,3
20194,11440710,연남동,CS100003,일식음식점,55,62,7,2,7,3
20194,11440710,연남동,CS100004,양식음식점,112,120,11,5,8,4
20194,11440710,연남동,CS100005,제과점,45,49,3,1,4,2
20194,11440710,연남동,CS100006,패스트푸드점,22,26,3,2,4,8
20194,11440710,연남동,CS100007,치킨전문점,4,10,1,0,6,0
20194,11440710,연남동,CS100008,분식전문점,24,26,0,1,2,4
20194,11440710,연남동,CS100009,호프-간이주점,130,135,9,5,5,4
20194,11440710,연남동,CS100010,커피-음료,218,223,18,14,5,6
20201,11440710,연남동,CS100001,한식음식점,127,130,8,8,3,6
20201,11440710,연남동,CS100002,중식음식점,34,34,1,2,0,6
20201,11440710,연남동,CS100003,일식음식점,53,60,2,4,7,7
20201,11440710,연남동,CS100004,양식음식점,120,128,10,2,8,2
20201,11440710,연남동,CS100005,제과점,47,51,2,0,4,0
20201,11440710,연남동,CS100006,패스트푸드점,21,25,1,2,4,8
20201,11440710,연남동,CS100007,치킨전문점,4,12,2,0,8,0
20201,11440710,연남동,CS100008,분식전문점,23,25,1,2,2,8
20201,11440710,연남동,CS100009,호프-간이주점,126,131,6,10,5,8
20201,11440710,연남동,CS100010,커피-음료,221,226,13,10,5,4
20202,11440710,연남동,CS100001,한식음식점,130,134,11,7,4,5
20202,11440710,연남동,CS100002,중식음식점,31,31,0,3,0,10
20202,11440710,연남동,CS100003,일식음식점,53,60,4,4,7,7
20202,11440710,연남동,CS100004,양식음식점,121,129,9,8,8,6
20202,11440710,연남동,CS100005,제과점,48,53,3,1,5,2
20202,11440710,연남동,CS100006,패스트푸드점,22,26,1,0,4,0
20202,11440710,연남동,CS100007,치킨전문점,4,12,0,0,8,0
20202,11440710,연남동,CS100008,분식전문점,26,29,5,1,3,3
20202,11440710,연남동,CS100009,호프-간이주점,128,133,13,11,5,8
20202,11440710,연남동,CS100010,커피-음료,227,234,18,10,7,4
20203,11440710,연남동,CS100001,한식음식점,124,129,9,12,5,9
20203,11440710,연남동,CS100002,중식음식점,30,30,3,3,0,10
20203,11440710,연남동,CS100003,일식음식점,57,64,7,5,7,8
20203,11440710,연남동,CS100004,양식음식점,122,129,15,10,7,8
20203,11440710,연남동,CS100005,제과점,48,53,4,3,5,6
20203,11440710,연남동,CS100006,패스트푸드점,22,28,2,2,6,7
20203,11440710,연남동,CS100007,치킨전문점,5,13,1,0,8,0
20203,11440710,연남동,CS100008,분식전문점,28,31,4,0,3,0
20203,11440710,연남동,CS100009,호프-간이주점,130,135,8,9,5,7
20203,11440710,연남동,CS100010,커피-음료,235,243,16,11,8,5
20204,11440710,연남동,CS100001,한식음식점,132,137,17,9,5,7
20204,11440710,연남동,CS100002,중식음식점,31,31,3,2,0,7
20204,11440710,연남동,CS100003,일식음식점,58,65,4,3,7,5
20204,11440710,연남동,CS100004,양식음식점,123,130,6,5,7,4
20204,11440710,연남동,CS100005,제과점,53,58,7,2,5,3
20204,11440710,연남동,CS100006,패스트푸드점,23,29,1,0,6,0
20204,11440710,연남동,CS100007,치킨전문점,6,13,2,2,7,15
20204,11440710,연남동,CS100008,분식전문점,29,33,3,1,4,3
20204,11440710,연남동,CS100009,호프-간이주점,129,134,6,7,5,5
20204,11440710,연남동,CS100010,커피-음료,239,248,14,9,9,4
20211,11440710,연남동,CS100001,한식음식점,138,144,9,2,6,1
20211,11440710,연남동,CS100002,중식음식점,31,31,0,0,0,0
20211,11440710,연남동,CS100003,일식음식점,60,67,4,2,7,3
20211,11440710,연남동,CS100004,양식음식점,117,124,3,9,7,7
20211,11440710,연남동,CS100005,제과점,56,61,4,1,5,2
20211,11440710,연남동,CS100006,패스트푸드점,27,33,5,1,6,3
20211,11440710,연남동,CS100007,치킨전문점,6,13,0,0,7,0
20211,11440710,연남동,CS100008,분식전문점,30,34,1,0,4,0
20211,11440710,연남동,CS100009,호프-간이주점,132,137,11,8,5,6
20211,11440710,연남동,CS100010,커피-음료,240,249,11,10,9,4
20212,11440710,연남동,CS100001,한식음식점,144,151,13,6,7,4
20212,11440710,연남동,CS100002,중식음식점,32,32,1,0,0,0
20212,11440710,연남동,CS100003,일식음식점,66,74,8,1,8,1
20212,11440710,연남동,CS100004,양식음식점,125,132,11,3,7,2
20212,11440710,연남동,CS100005,제과점,64,69,9,1,5,1
20212,11440710,연남동,CS100006,패스트푸드점,29,35,2,0,6,0
20212,11440710,연남동,CS100007,치킨전문점,6,13,0,0,7,0
20212,11440710,연남동,CS100008,분식전문점,28,32,2,4,4,13
20212,11440710,연남동,CS100009,호프-간이주점,135,140,13,10,5,7
20212,11440710,연남동,CS100010,커피-음료,255,263,26,12,8,5
20213,11440710,연남동,CS100001,한식음식점,144,151,4,4,7,3
20213,11440710,연남동,CS100002,중식음식점,31,31,0,1,0,3
20213,11440710,연남동,CS100003,일식음식점,66,74,3,3,8,4
20213,11440710,연남동,CS100004,양식음식점,129,137,7,2,8,2
20213,11440710,연남동,CS100005,제과점,70,75,7,1,5,1
20213,11440710,연남동,CS100006,패스트푸드점,33,39,4,0,6,0
20213,11440710,연남동,CS100007,치킨전문점,6,13,0,0,7,0
20213,11440710,연남동,CS100008,분식전문점,28,33,4,3,5,9
20213,11440710,연남동,CS100009,호프-간이주점,138,143,6,3,5,2
20213,11440710,연남동,CS100010,커피-음료,260,272,22,13,12,5
20214,11440710,연남동,CS100001,한식음식점,157,164,22,9,7,6
20214,11440710,연남동,CS100002,중식음식점,30,30,1,2,0,7
20214,11440710,연남동,CS100003,일식음식점,70,78,7,3,8,4
20214,11440710,연남동,CS100004,양식음식점,138,145,12,4,7,3
20214,11440710,연남동,CS100005,제과점,71,77,4,2,6,3
20214,11440710,연남동,CS100006,패스트푸드점,36,42,3,0,6,0
20214,11440710,연남동,CS100007,치킨전문점,6,13,1,1,7,8
20214,11440710,연남동,CS100008,분식전문점,28,32,3,4,4,13
20214,11440710,연남동,CS100009,호프-간이주점,137,142,5,6,5,4
20214,11440710,연남동,CS100010,커피-음료,265,278,21,15,13,5
20221,11440710,연남동,CS100001,한식음식점,156,163,7,8,7,5
20221,11440710,연남동,CS100002,중식음식점,32,32,2,0,0,0
20221,11440710,연남동,CS100003,일식음식점,72,80,4,2,8,3
20221,11440710,연남동,CS100004,양식음식점,136,143,2,4,7,3
20221,11440710,연남동,CS100005,제과점,71,77,2,2,6,3
20221,11440710,연남동,CS100006,패스트푸드점,38,43,2,1,5,2
20221,11440710,연남동,CS100007,치킨전문점,5,12,0,1,7,8
20221,11440710,연남동,CS100008,분식전문점,29,33,1,0,4,0
20221,11440710,연남동,CS100009,호프-간이주점,140,145,6,3,5,2
20221,11440710,연남동,CS100010,커피-음료,273,287,18,9,14,3
20222,11440710,연남동,CS100001,한식음식점,164,171,14,6,7,4
20222,11440710,연남동,CS100002,중식음식점,34,34,4,2,0,6
20222,11440710,연남동,CS100003,일식음식점,73,80,4,4,7,5
20222,11440710,연남동,CS100004,양식음식점,137,144,7,6,7,4
20222,11440710,연남동,CS100005,제과점,74,80,6,3,6,4
20222,11440710,연남동,CS100006,패스트푸드점,33,39,2,6,6,15
20222,11440710,연남동,CS100007,치킨전문점,5,12,0,0,7,0
20222,11440710,연남동,CS100008,분식전문점,27,31,0,2,4,7
20222,11440710,연남동,CS100009,호프-간이주점,148,153,13,5,5,3
20222,11440710,연남동,CS100010,커피-음료,283,296,24,15,13,5
20223,11440710,연남동,CS100001,한식음식점,162,169,11,13,7,8
20223,11440710,연남동,CS100002,중식음식점,34,34,1,1,0,3
20223,11440710,연남동,CS100003,일식음식점,70,78,6,8,8,10
20223,11440710,연남동,CS100004,양식음식점,137,142,9,11,5,8
20223,11440710,연남동,CS100005,제과점,81,87,10,3,6,3
20223,11440710,연남동,CS100006,패스트푸드점,33,38,3,4,5,11
20223,11440710,연남동,CS100007,치킨전문점,4,11,0,1,7,9
20223,11440710,연남동,CS100008,분식전문점,27,30,2,3,3,10
20223,11440710,연남동,CS100009,호프-간이주점,147,151,5,7,4,5
20223,11440710,연남동,CS100010,커피-음료,300,313,21,4,13,1
20224,11440710,연남동,CS100001,한식음식점,167,175,17,11,8,6
20224,11440710,연남동,CS100002,중식음식점,35,35,4,3,0,9
20224,11440710,연남동,CS100003,일식음식점,73,82,9,5,9,6
20224,11440710,연남동,CS100004,양식음식점,136,141,8,9,5,6
20224,11440710,연남동,CS100005,제과점,91,97,12,2,6,2
20224,11440710,연남동,CS100006,패스트푸드점,34,39,1,0,5,0
20224,11440710,연남동,CS100007,치킨전문점,4,11,0,0,7,0
20224,11440710,연남동,CS100008,분식전문점,28,31,3,2,3,7
20224,11440710,연남동,CS100009,호프-간이주점,151,155,5,1,4,1
20224,11440710,연남동,CS100010,커피-음료,321,332,29,10,11,3
20231,11440710,연남동,CS100001,한식음식점,166,173,6,8,7,5
20231,11440710,연남동,CS100002,중식음식점,36,36,1,0,0,0
20231,11440710,연남동,CS100003,일식음식점,79,88,7,1,9,1
20231,11440710,연남동,CS100004,양식음식점,140,144,8,5,4,4
20231,11440710,연남동,CS100005,제과점,93,98,6,5,5,5
20231,11440710,연남동,CS100006,패스트푸드점,36,40,3,2,4,5
20231,11440710,연남동,CS100007,치킨전문점,3,10,0,1,7,10
20231,11440710,연남동,CS100008,분식전문점,28,30,0,1,2,3
20231,11440710,연남동,CS100009,호프-간이주점,152,156,9,8,4,5
20231,11440710,연남동,CS100010,커피-음료,326,339,20,13,13,4
20232,11440710,연남동,CS100001,한식음식점,167,174,10,9,7,5
20232,11440710,연남동,CS100002,중식음식점,32,32,1,5,0,16
20232,11440710,연남동,CS100003,일식음식점,80,90,5,3,10,3
20232,11440710,연남동,CS100004,양식음식점,146,150,8,2,4,1
20232,11440710,연남동,CS100005,제과점,99,104,10,4,5,4
20232,11440710,연남동,CS100006,패스트푸드점,36,39,4,5,3,13
20232,11440710,연남동,CS100007,치킨전문점,3,9,0,1,6,11
20232,11440710,연남동,CS100008,분식전문점,30,33,4,1,3,3
20232,11440710,연남동,CS100009,호프-간이주점,163,167,17,6,4,4
20232,11440710,연남동,CS100010,커피-음료,329,342,19,16,13,5
20233,11440710,연남동,CS100001,한식음식점,163,170,8,12,7,7
20233,11440710,연남동,CS100002,중식음식점,33,33,3,2,0,6
20233,11440710,연남동,CS100003,일식음식점,86,95,8,3,9,3
20233,11440710,연남동,CS100004,양식음식점,142,146,3,7,4,5
20233,11440710,연남동,CS100005,제과점,97,102,6,8,5,8
20233,11440710,연남동,CS100006,패스트푸드점,37,40,4,3,3,8
20233,11440710,연남동,CS100007,치킨전문점,3,10,1,0,7,0
20233,11440710,연남동,CS100008,분식전문점,29,32,1,2,3,6
20233,11440710,연남동,CS100009,호프-간이주점,166,169,11,9,3,5
20233,11440710,연남동,CS100010,커피-음료,328,342,22,22,14,6
20234,11440710,연남동,CS100001,한식음식점,163,171,8,7,8,4
20234,11440710,연남동,CS100002,중식음식점,33,33,2,2,0,6
20234,11440710,연남동,CS100003,일식음식점,84,93,1,3,9,3
20234,11440710,연남동,CS100004,양식음식점,135,139,6,13,4,9
20234,11440710,연남동,CS100005,제과점,98,102,8,8,4,8
20234,11440710,연남동,CS100006,패스트푸드점,39,42,3,1,3,2
20234,11440710,연남동,CS100007,치킨전문점,3,11,1,0,8,0
20234,11440710,연남동,CS100008,분식전문점,30,33,1,0,3,0
20234,11440710,연남동,CS100009,호프-간이주점,173,176,11,4,3,2
20234,11440710,연남동,CS100010,커피-음료,326,339,12,15,13,4
20241,11440710,연남동,CS100001,한식음식점,169,177,12,6,8,3
20241,11440710,연남동,CS100002,중식음식점,30,30,1,4,0,13
20241,11440710,연남동,CS100003,일식음식점,86,95,11,9,9,10
20241,11440710,연남동,CS100004,양식음식점,140,144,12,7,4,5
20241,11440710,연남동,CS100005,제과점,96,101,3,4,5,4
20241,11440710,연남동,CS100006,패스트푸드점,36,38,0,4,2,11
20241,11440710,연남동,CS100007,치킨전문점,3,11,0,0,8,0
20241,11440710,연남동,CS100008,분식전문점,33,36,6,3,3,8
20241,11440710,연남동,CS100009,호프-간이주점,169,172,4,8,3,5
20241,11440710,연남동,CS100010,커피-음료,327,340,11,10,13,3
20242,11440710,연남동,CS100001,한식음식점,168,176,12,13,8,7
20242,11440710,연남동,CS100002,중식음식점,29,29,0,1,0,3
20242,11440710,연남동,CS100003,일식음식점,92,101,9,3,9,3
20242,11440710,연남동,CS100004,양식음식점,142,145,10,9,3,6
20242,11440710,연남동,CS100005,제과점,97,101,8,8,4,8
20242,11440710,연남동,CS100006,패스트푸드점,38,40,3,1,2,3
20242,11440710,연남동,CS100007,치킨전문점,3,10,0,1,7,10
20242,11440710,연남동,CS100008,분식전문점,35,38,4,2,3,5
20242,11440710,연남동,CS100009,호프-간이주점,159,162,5,15,3,9
20242,11440710,연남동,CS100010,커피-음료,321,335,14,19,14,6
20243,11440710,연남동,CS100001,한식음식점,171,180,15,11,9,6
20243,11440710,연남동,CS100002,중식음식점,29,29,1,1,0,3
20243,11440710,연남동,CS100003,일식음식점,90,98,5,8,8,8
20243,11440710,연남동,CS100004,양식음식점,146,149,11,7,3,5
20243,11440710,연남동,CS100005,제과점,95,100,4,5,5,5
20243,11440710,연남동,CS100006,패스트푸드점,35,37,0,3,2,8
20243,11440710,연남동,CS100007,치킨전문점,2,9,0,1,7,11
20243,11440710,연남동,CS100008,분식전문점,37,40,3,1,3,3
20243,11440710,연남동,CS100009,호프-간이주점,156,159,4,7,3,4
20243,11440710,연남동,CS100010,커피-음료,306,320,15,30,14,9
20244,11440710,연남동,CS100001,한식음식점,176,185,7,2,9,1
20244,11440710,연남동,CS100002,중식음식점,31,31,3,1,0,3
20244,11440710,연남동,CS100003,일식음식점,88,97,2,3,9,3
20244,11440710,연남동,CS100004,양식음식점,143,146,6,10,3,7
20244,11440710,연남동,CS100005,제과점,98,102,5,3,4,3
20244,11440710,연남동,CS100006,패스트푸드점,35,37,0,0,2,0
20244,11440710,연남동,CS100007,치킨전문점,2,9,0,0,7,0
20244,11440710,연남동,CS100008,분식전문점,36,39,1,2,3,5
20244,11440710,연남동,CS100009,호프-간이주점,146,149,1,11,3,7
20244,11440710,연남동,CS100010,커피-음료,304,317,14,18,13,6
20191,11440610,염리동,CS100001,한식음식점,52,61,3,5,9,8
20191,11440610,염리동,CS100002,중식음식점,2,3,0,0,1,0
20191,11440610,염리동,CS100003,일식음식점,7,9,1,1,2,11
20191,11440610,염리동,CS100004,양식음식점,9,10,1,1,1,10
20191,11440610,염리동,CS100005,제과점,12,13,2,0,1,0
20191,11440610,염리동,CS100006,패스트푸드점,4,10,1,0,6,0
20191,11440610,염리동,CS100007,치킨전문점,5,7,0,1,2,14
20191,11440610,염리동,CS100008,분식전문점,18,25,2,1,7,4
20191,11440610,염리동,CS100009,호프-간이주점,16,21,3,1,5,5
20191,11440610,염리동,CS100010,커피-음료,25,35,3,2,10,6
20192,11440610,염리동,CS100001,한식음식점,53,62,2,1,9,2
20192,11440610,염리동,CS100002,중식음식점,2,3,0,0,1,0
20192,11440610,염리동,CS100003,일식음식점,7,9,1,1,2,11
20192,11440610,염리동,CS100004,양식음식점,10,11,1,0,1,0
20192,11440610,염리동,CS100005,제과점,13,14,1,0,1,0
20192,11440610,염리동,CS100006,패스트푸드점,4,9,0,1,5,11
20192,11440610,염리동,CS100007,치킨전문점,4,6,0,1,2,17
20192,11440610,염리동,CS100008,분식전문점,19,25,2,2,6,8
20192,11440610,염리동,CS100009,호프-간이주점,15,21,2,2,6,10
20192,11440610,염리동,CS100010,커피-음료,28,38,4,1,10,3
20193,11440610,염리동,CS100001,한식음식점,53,61,2,3,8,5
20193,11440610,염리동,CS100002,중식음식점,3,4,2,1,1,25
20193,11440610,염리동,CS100003,일식음식점,8,10,1,0,2,0
20193,11440610,염리동,CS100004,양식음식점,10,11,0,0,1,0
20193,11440610,염리동,CS100005,제과점,13,14,0,0,1,0
20193,11440610,염리동,CS100006,패스트푸드점,5,10,1,0,5,0
20193,11440610,염리동,CS100007,치킨전문점,4,6,0,0,2,0
20193,11440610,염리동,CS100008,분식전문점,18,23,2,4,5,17
20193,11440610,염리동,CS100009,호프-간이주점,15,20,1,2,5,10
20193,11440610,염리동,CS100010,커피-음료,29,39,1,0,10,0
20194,11440610,염리동,CS100001,한식음식점,58,68,9,2,10,3
20194,11440610,염리동,CS100002,중식음식점,3,4,0,0,1,0
20194,11440610,염리동,CS100003,일식음식점,8,10,0,0,2,0
20194,11440610,염리동,CS100004,양식음식점,11,12,1,0,1,0
20194,11440610,염리동,CS100005,제과점,13,14,0,0,1,0
20194,11440610,염리동,CS100006,패스트푸드점,4,11,2,1,7,9
20194,11440610,염리동,CS100007,치킨전문점,4,6,0,0,2,0
20194,11440610,염리동,CS100008,분식전문점,19,24,1,0,5,0
20194,11440610,염리동,CS100009,호프-간이주점,16,21,1,0,5,0
20194,11440610,염리동,CS100010,커피-음료,27,38,2,3,11,8
20201,11440610,염리동,CS100001,한식음식점,60,70,5,3,10,4
20201,11440610,염리동,CS100002,중식음식점,4,5,1,0,1,0
20201,11440610,염리동,CS100003,일식음식점,6,8,0,2,2,25
20201,11440610,염리동,CS100004,양식음식점,11,12,1,1,1,8
20201,11440610,염리동,CS100005,제과점,15,16,2,0,1,0
20201,11440610,염리동,CS100006,패스트푸드점,3,10,0,1,7,10
20201,11440610,염리동,CS100007,치킨전문점,4,6,0,0,2,0
20201,11440610,염리동,CS100008,분식전문점,19,24,2,2,5,8
20201,11440610,염리동,CS100009,호프-간이주점,17,22,1,0,5,0
20201,11440610,염리동,CS100010,커피-음료,30,40,3,1,10,3
20202,11440610,염리동,CS100001,한식음식점,61,71,2,1,10,1
20202,11440610,염리동,CS100002,중식음식점,3,4,0,1,1,25
20202,11440610,염리동,CS100003,일식음식점,9,11,3,0,2,0
20202,11440610,염리동,CS100004,양식음식점,10,11,0,1,1,9
20202,11440610,염리동,CS100005,제과점,15,16,1,1,1,6
20202,11440610,염리동,CS100006,패스트푸드점,4,11,2,1,7,9
20202,11440610,염리동,CS100007,치킨전문점,4,6,0,0,2,0
20202,11440610,염리동,CS100008,분식전문점,19,25,1,0,6,0
20202,11440610,염리동,CS100009,호프-간이주점,20,25,3,0,5,0
20202,11440610,염리동,CS100010,커피-음료,30,43,5,2,13,5
20203,11440610,염리동,CS100001,한식음식점,61,71,3,4,10,6
20203,11440610,염리동,CS100002,중식음식점,3,4,0,0,1,0
20203,11440610,염리동,CS100003,일식음식점,8,9,0,2,1,22
20203,11440610,염리동,CS100004,양식음식점,10,11,0,0,1,0
20203,11440610,염리동,CS100005,제과점,14,16,1,2,2,13
20203,11440610,염리동,CS100006,패스트푸드점,4,11,1,0,7,0
20203,11440610,염리동,CS100007,치킨전문점,4,7,2,0,3,0
20203,11440610,염리동,CS100008,분식전문점,20,25,0,1,5,4
20203,11440610,염리동,CS100009,호프-간이주점,19,24,0,1,5,4
20203,11440610,염리동,CS100010,커피-음료,30,44,3,1,14,2
20204,11440610,염리동,CS100001,한식음식점,62,72,3,2,10,3
20204,11440610,염리동,CS100002,중식음식점,3,4,0,0,1,0
20204,11440610,염리동,CS100003,일식음식점,8,9,0,0,1,0
20204,11440610,염리동,CS100004,양식음식점,9,10,0,1,1,10
20204,11440610,염리동,CS100005,제과점,15,17,1,0,2,0
20204,11440610,염리동,CS100006,패스트푸드점,4,11,1,1,7,9
20204,11440610,염리동,CS100007,치킨전문점,5,8,2,1,3,13
20204,11440610,염리동,CS100008,분식전문점,20,25,3,3,5,12
20204,11440610,염리동,CS100009,호프-간이주점,19,24,0,0,5,0
20204,11440610,염리동,CS100010,커피-음료,31,45,2,1,14,2
20211,11440610,염리동,CS100001,한식음식점,63,73,1,0,10,0
